driver_number,driver_name,lap_number,stint_number,compound,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,lap_duration
27,HUL,11,2,SOFT,27.884,40.125,27.079,304.0,274,95.088
10,GAS,3,1,SOFT,33.591,50.412,40.456,235.0,219,124.459
40,RESERVE,9,3,SOFT,49.018,65.615,48.401,129.0,159,163.034
31,OCO,12,4,SOFT,37.125,51.447,43.004,204.0,172,131.576
24,ZHO,22,3,HARD,29.42,42.766,28.62,279.0,254,100.806
14,ALO,5,1,MEDIUM,49.868,67.748,38.414,265.0,216,156.03
20,MAG,21,3,HARD,29.431,43.263,28.47,284.0,258,101.164
4,NOR,5,1,MEDIUM,36.825,48.286,39.175,199.0,218,124.286
77,BOT,17,4,HARD,29.197,41.607,27.834,278.0,252,98.638
11,PER,7,1,HARD,28.33,40.766,27.251,307.0,276,96.347
81,PIA,15,4,SOFT,32.254,50.373,38.203,236.0,231,120.83
27,HUL,18,4,SOFT,51.971,50.68,44.038,238.0,198,146.689
27,HUL,15,4,SOFT,27.19,39.446,26.26,312.0,278,92.896
77,BOT,6,1,HARD,27.873,39.943,26.899,300.0,271,94.715
11,PER,5,1,HARD,45.101,69.165,53.107,131.0,121,167.373
16,LEC,24,5,MEDIUM,29.007,42.325,28.036,284.0,256,99.368
14,ALO,12,3,SOFT,35.875554819720385,53.208,36.995,165.0,246,406.001
2,SAR,3,1,MEDIUM,39.749,55.615,35.276,179.0,236,130.64
31,OCO,6,1,MEDIUM,28.412,40.656,27.385,301.0,271,96.453
23,ALB,5,1,HARD,44.139,61.061,45.344,202.0,177,150.544
10,GAS,9,3,SOFT,32.682,48.392,39.706,265.0,242,120.78
2,SAR,16,4,SOFT,58.318,48.638,41.829,252.29595222295953,235,148.785
2,SAR,22,5,MEDIUM,29.492,43.267,28.299,252.29595222295953,263,101.058
27,HUL,6,2,MEDIUM,65.697,46.615,38.545,277.0,198,150.857
16,LEC,19,6,SOFT,35.875554819720385,57.421,58.254,249.0,224,276.791
40,RESERVE,4,1,MEDIUM,50.015,61.763,37.433,100.0,242,149.211
22,TSU,18,3,SOFT,35.875554819720385,44.081,28.448,282.0,254,607.1
63,RUS,25,5,HARD,63.459,46.942,41.95,250.0,170,152.351
11,PER,14,3,SOFT,27.359,39.018,26.435,305.0,273,92.812
4,NOR,17,5,SOFT,31.705,47.613,39.951,216.0,210,119.269
1,VER,19,6,SOFT,44.004,49.307,33.867,183.0,191,127.178
1,VER,4,1,MEDIUM,27.828,39.802,26.571,306.0,271,94.201
23,ALB,10,2,SOFT,27.927,40.557,26.901,308.0,276,95.385
16,LEC,12,3,SOFT,44.69,68.746,52.812,142.0,136,166.248
24,ZHO,3,1,HARD,28.974,42.636,28.407,299.0,271,100.017
63,RUS,16,6,SOFT,26.785,38.406,25.865,308.0,277,91.056
16,LEC,15,4,SOFT,27.033,39.242,38.812,252.29595222295953,278,105.087
27,HUL,19,6,SOFT,35.875554819720385,63.337,36.052,231.0,228,272.158
81,PIA,18,4,MEDIUM,28.624,43.214,28.38,304.0,271,100.218
55,SAI,22,4,MEDIUM,29.046,42.043,27.736,285.0,255,98.825
10,GAS,20,3,HARD,29.101,42.125,27.909,286.0,257,99.135
24,ZHO,14,3,SOFT,27.267,39.605,26.703,306.0,275,93.575
10,GAS,4,1,HARD,28.033,40.196,26.997,302.0,272,95.226
77,BOT,14,2,MEDIUM,31.945,53.499,31.391,270.0,212,116.835
77,BOT,18,2,SOFT,29.159,42.872,36.065,287.0,254,108.096
40,RESERVE,25,3,SOFT,29.246,42.26,28.009,286.0,258,99.515
11,PER,11,3,SOFT,33.647,50.102,39.226,232.0,232,122.975
20,MAG,13,3,SOFT,27.233,39.405,26.504,309.0,278,93.142
14,ALO,2,1,MEDIUM,28.01,40.317,27.023,304.0,273,95.35
40,RESERVE,12,2,SOFT,42.03,64.231,44.807,143.0,239,151.068
27,HUL,5,1,HARD,43.237,63.668,41.914,200.0,143,148.819
44,HAM,5,2,SOFT,27.487,39.448,26.814,308.0,277,93.749
40,RESERVE,9,2,SOFT,35.875554819720385,64.704,37.52,273.0,229,598.757
63,RUS,8,1,MEDIUM,35.848,49.275,39.921,242.0,238,125.044
16,LEC,3,1,MEDIUM,54.176,75.713,45.446,136.0,140,175.335
10,GAS,6,1,MEDIUM,27.899,40.045,26.738,304.0,274,94.682
11,PER,23,4,MEDIUM,57.536,44.198,40.704,279.0,240,142.438
16,LEC,10,1,HARD,27.741,40.357,27.035,306.0,275,95.133
44,HAM,10,3,SOFT,35.875554819720385,68.14,56.172,148.0,186,841.488
1,VER,8,2,SOFT,35.875554819720385,55.652,35.827,221.0,227,786.876
77,BOT,8,2,SOFT,29.151,41.896,27.874,278.0,255,98.921
1,VER,16,5,SOFT,61.941,51.534,44.279,120.0,193,157.754
63,RUS,10,4,SOFT,35.875554819720385,53.823,45.369,268.0,243,276.836
10,GAS,3,1,MEDIUM,44.152,61.874,39.857,211.0,232,145.883
44,HAM,20,4,MEDIUM,28.933,42.173,32.586,291.0,263,103.692
40,RESERVE,17,3,MEDIUM,29.174,41.699,27.714,279.0,252,98.587
40,RESERVE,16,3,MEDIUM,29.333,41.932,27.844,278.0,253,99.109
11,PER,4,1,MEDIUM,27.769,39.622,26.637,306.0,273,94.028
81,PIA,19,4,MEDIUM,28.705,42.598,27.766,306.0,260,99.069
16,LEC,9,1,HARD,46.107,64.099,36.594,113.0,169,146.8
11,PER,7,3,MEDIUM,35.875554819720385,63.735,36.104,160.0,227,670.302
14,ALO,3,1,MEDIUM,39.264,58.95,34.246,168.0,244,132.46
77,BOT,9,2,SOFT,32.412,55.534,95.088,264.0,138,183.034
81,PIA,3,1,MEDIUM,42.816,60.305,38.799,168.0,152,141.92
22,TSU,7,3,SOFT,35.875554819720385,64.594,38.257,241.0,219,2161.906
63,RUS,14,5,SOFT,34.941,47.996,39.699,272.0,252,122.636
81,PIA,7,2,HARD,27.543,40.281,26.754,305.0,273,94.578
31,OCO,15,2,SOFT,45.806,68.216,48.749,116.0,113,162.771
40,RESERVE,21,3,SOFT,29.383,42.567,28.148,252.29595222295953,258,100.098
55,SAI,17,5,SOFT,33.179,45.481,38.16,246.0,233,116.82
4,NOR,7,2,MEDIUM,28.056,40.55,27.086,301.0,273,95.692
14,ALO,4,1,MEDIUM,27.601,39.905,26.559,307.0,276,94.065
22,TSU,6,1,MEDIUM,47.502,72.57,49.745,112.0,100,169.817
1,VER,20,3,MEDIUM,28.978,41.861,27.81,286.0,253,98.649
1,VER,10,3,SOFT,27.25,38.931,26.126,305.0,277,92.307
55,SAI,19,5,SOFT,27.166,68.197,42.833,310.0,151,138.196
40,RESERVE,19,3,SOFT,51.336,44.724,36.323,288.0,260,132.383
81,PIA,9,2,HARD,28.678,40.546,36.674,307.0,273,105.898
2,SAR,17,4,HARD,29.207,42.635,27.968,287.0,263,99.81
2,SAR,13,3,SOFT,57.982,68.235,44.774,247.0,241,170.991
22,TSU,12,4,SOFT,35.875554819720385,63.895,40.647,136.0,198,712.418
11,PER,12,2,SOFT,27.628,60.785,43.134,307.0,131,131.547
1,VER,10,3,MEDIUM,29.118,41.832,27.633,282.0,251,98.583
2,SAR,5,1,SOFT,27.688,39.783,26.665,308.0,277,94.136
2,SAR,9,2,SOFT,41.971,62.235,41.609,225.0,239,145.815
63,RUS,13,3,SOFT,35.875554819720385,59.887,31.572,227.0,248,390.021
31,OCO,3,1,SOFT,35.303,52.932,41.354,155.0,148,129.589
16,LEC,2,1,MEDIUM,27.991,40.327,27.1,307.0,275,95.418
27,HUL,14,4,MEDIUM,29.42,42.009,28.131,284.0,256,99.56
14,ALO,12,2,HARD,34.183,49.111,36.71,266.0,239,120.004
4,NOR,16,5,SOFT,26.876,38.738,25.925,310.0,279,91.539
16,LEC,22,5,SOFT,26.95,52.225,33.687,312.0,128,112.862
40,RESERVE,13,2,SOFT,35.875554819720385,61.919,46.611,252.0,239,550.13
44,HAM,15,5,SOFT,40.412,46.226,42.165,203.0,223,128.803
27,HUL,5,2,MEDIUM,27.73,40.192,26.797,313.0,280,94.719
18,STR,23,4,SOFT,29.02,42.635,27.727,294.0,266,99.382
1,VER,9,3,SOFT,35.875554819720385,49.283,29.216,219.0,241,2115.948
77,BOT,6,1,MEDIUM,28.431,41.327,27.58,300.0,270,97.338
10,GAS,9,2,SOFT,35.875554819720385,48.73,30.066,234.0,256,555.792
22,TSU,24,4,MEDIUM,28.981,42.083,27.701,285.0,262,98.765
77,BOT,23,3,SOFT,27.317,39.608,26.615,306.0,276,93.54
1,VER,20,6,SOFT,42.539,52.893,46.192,148.0,176,141.624
55,SAI,18,4,HARD,35.875554819720385,43.616,27.993,280.0,254,337.002
27,HUL,18,5,SOFT,31.157,44.695,37.2,273.0,235,113.052
81,PIA,7,2,SOFT,35.875554819720385,51.018,45.833,273.0,260,255.474
55,SAI,6,2,MEDIUM,77.624,49.666,42.651,239.0,252,169.941
81,PIA,6,1,SOFT,31.245,48.783,39.65,255.0,230,119.678
16,LEC,20,5,MEDIUM,28.761,41.63,27.7,285.0,257,98.091
31,OCO,21,3,HARD,29.227,42.394,28.179,284.0,256,99.8
20,MAG,20,6,SOFT,26.959,38.606,26.01,311.0,279,91.575
10,GAS,16,3,HARD,35.875554819720385,43.28,28.741,283.0,259,764.774
22,TSU,22,3,SOFT,29.1,42.51,27.828,284.0,257,99.438
31,OCO,9,1,MEDIUM,35.997,51.833,40.762,199.0,129,128.592
20,MAG,6,1,HARD,28.257,41.074,27.758,304.0,272,97.089
10,GAS,5,2,SOFT,27.394,39.003,26.055,309.0,277,92.452
11,PER,17,2,SOFT,27.493,39.583,26.649,306.0,275,93.725
20,MAG,15,3,SOFT,33.456,44.208,33.78,271.0,244,111.444
4,NOR,2,1,HARD,27.979,40.437,27.176,306.0,273,95.592
16,LEC,4,1,MEDIUM,34.63,62.812,30.947,144.0,156,128.389
20,MAG,5,1,MEDIUM,27.511,49.594,34.351,311.0,159,111.456
40,RESERVE,22,3,MEDIUM,29.173,42.422,29.006,286.0,257,100.601
24,ZHO,16,4,SOFT,35.875554819720385,43.772,36.373,284.0,254,515.941
10,GAS,12,2,SOFT,27.459,39.553,26.503,305.0,274,93.515
14,ALO,3,1,HARD,30.148,42.563,28.252,295.0,264,100.963
81,PIA,8,2,SOFT,35.875554819720385,54.345,36.809,279.0,247,802.647
20,MAG,21,3,SOFT,29.482,42.813,28.097,285.0,257,100.392
18,STR,24,4,SOFT,39.498,61.191,53.63,146.0,209,154.319
63,RUS,12,2,SOFT,45.007,59.95,35.237,238.0,160,140.194
44,HAM,9,2,HARD,27.792,40.435,38.462,307.0,276,106.689
40,RESERVE,3,1,HARD,29.255,43.049,28.621,302.0,270,100.925
40,RESERVE,20,3,MEDIUM,28.966,41.647,27.75,290.0,263,98.363
1,VER,14,3,HARD,35.875554819720385,43.448,28.034,261.0,249,495.238
24,ZHO,4,1,HARD,29.136,42.416,28.115,252.29595222295953,269,99.667
55,SAI,9,1,HARD,40.342,57.267,40.664,239.0,158,138.273
14,ALO,7,1,MEDIUM,27.834,39.641,26.519,308.0,273,93.994
40,RESERVE,6,1,HARD,40.026,62.45,50.341,260.0,199,152.817
16,LEC,5,1,MEDIUM,27.502,39.81,26.783,311.0,279,94.095
63,RUS,14,2,SOFT,31.475,44.789,37.35,273.0,253,113.614
2,SAR,11,2,SOFT,35.875554819720385,57.883,44.375,272.0,254,604.895
18,STR,21,3,MEDIUM,28.92,42.407,32.637,293.0,263,103.964
63,RUS,22,5,HARD,29.042,42.383,27.982,276.0,260,99.407
77,BOT,22,3,SOFT,45.19,61.673,39.848,212.0,200,146.711
1,VER,13,4,SOFT,35.875554819720385,51.608,32.068,266.0,238,805.972
10,GAS,9,1,HARD,32.672,47.51,37.911,216.0,250,118.093
16,LEC,8,1,MEDIUM,43.957,74.581,49.125,114.0,136,167.663
44,HAM,9,4,SOFT,35.875554819720385,53.643,50.527,255.0,243,247.672
4,NOR,12,3,SOFT,31.906,51.75,40.6,210.0,202,124.256
23,ALB,2,1,MEDIUM,28.654,42.196,28.265,305.0,275,99.115
20,MAG,17,3,HARD,29.139,42.542,28.098,252.29595222295953,256,99.779
1,VER,7,2,SOFT,35.875554819720385,68.429,78.466,222.0,229,307.404
11,PER,6,1,HARD,34.826,53.747,40.419,270.0,218,128.992
44,HAM,2,1,HARD,28.998,42.021,27.993,303.0,273,99.012
18,STR,4,1,SOFT,52.172,57.08,49.02,231.0,179,158.272
31,OCO,8,2,SOFT,35.875554819720385,58.554,36.169,205.0,254,823.288
81,PIA,12,2,SOFT,27.314,40.294,26.727,310.0,275,94.335
20,MAG,2,1,MEDIUM,27.576,39.773,26.769,311.0,278,94.118
10,GAS,8,1,HARD,27.819,40.238,26.933,302.0,272,94.99
55,SAI,5,1,MEDIUM,52.516,87.487,42.518,117.0,146,182.521
77,BOT,3,1,SOFT,41.08,56.474,38.738,189.0,182,136.292
27,HUL,20,6,SOFT,26.926,38.738,26.144,312.0,279,91.808
55,SAI,14,3,SOFT,79.039,55.133,35.469,164.0,246,169.641
11,PER,12,4,SOFT,35.875554819720385,63.74,47.138,274.0,238,488.785
77,BOT,11,2,MEDIUM,28.024,40.221,27.245,298.0,271,95.49
55,SAI,16,4,SOFT,27.135,38.76,26.17,311.0,278,92.065
27,HUL,12,3,SOFT,29.554,43.041,36.506,277.0,252,109.101
2,SAR,22,4,HARD,29.412,42.923,28.374,294.0,264,100.709
77,BOT,9,2,SOFT,27.424,39.306,26.504,307.0,275,93.234
20,MAG,25,3,SOFT,56.979,49.023,37.861,284.0,238,143.863
63,RUS,20,3,MEDIUM,28.875,41.915,27.81,252.29595222295953,260,98.6
77,BOT,22,4,HARD,29.384,42.767,28.281,302.0,255,100.432
2,SAR,6,2,MEDIUM,60.739,58.906,50.684,272.0,123,170.329
77,BOT,5,1,HARD,36.74,53.077,36.21,244.0,182,126.027
14,ALO,7,1,MEDIUM,39.447,57.362,46.947,239.0,210,143.756
81,PIA,5,1,MEDIUM,42.3,67.195,53.584,155.0,147,163.079
11,PER,20,5,SOFT,61.476,42.521,37.475,281.0,254,141.472
24,ZHO,24,5,MEDIUM,38.809,56.478,49.921,179.0,170,145.208
16,LEC,19,3,SOFT,49.541,70.56,43.588,138.0,114,163.689
44,HAM,7,3,SOFT,35.875554819720385,70.192,36.661,143.0,116,720.341
14,ALO,8,1,MEDIUM,35.762,53.454,43.027,222.0,245,132.243
1,VER,9,3,MEDIUM,29.034,41.618,27.533,285.0,256,98.185
20,MAG,14,3,SOFT,38.832,48.284,29.88,184.0,242,116.996
31,OCO,12,1,MEDIUM,35.946,46.461,37.463,193.0,254,119.87
31,OCO,22,3,SOFT,29.912,42.666,28.258,252.29595222295953,253,100.836
24,ZHO,19,4,SOFT,27.436,39.583,26.659,309.0,277,93.678
31,OCO,10,2,SOFT,35.875554819720385,56.74,33.322,201.0,245,835.389
4,NOR,4,1,MEDIUM,28.103,40.693,26.986,300.0,272,95.782
27,HUL,14,2,SOFT,31.864,45.678,38.407,283.0,198,115.949
24,ZHO,18,5,MEDIUM,29.22,42.136,28.021,279.0,255,99.377
16,LEC,15,3,MEDIUM,28.676,41.01,27.324,285.0,261,97.01
31,OCO,11,2,SOFT,43.302,63.057,42.9,156.0,147,149.259
24,ZHO,2,1,HARD,29.844,43.536,28.802,296.0,269,102.182
16,LEC,6,1,MEDIUM,48.721,74.792,50.833,120.0,125,174.346
20,MAG,9,3,SOFT,35.875554819720385,55.228,32.742,200.0,245,1204.673
63,RUS,2,1,SOFT,27.135,39.138,26.205,308.0,278,92.478
24,ZHO,4,1,SOFT,39.414,58.639,47.313,227.0,229,145.366
20,MAG,18,5,SOFT,31.453,45.259,36.996,263.0,247,113.708
18,STR,14,2,SOFT,27.227,45.488,38.567,309.0,207,111.282
20,MAG,8,2,SOFT,35.875554819720385,66.322,42.43,176.0,221,638.65
77,BOT,11,2,SOFT,41.609,62.679,44.191,229.0,198,148.479
22,TSU,18,4,SOFT,48.532,51.441,38.521,241.0,195,138.494
22,TSU,3,1,MEDIUM,46.856,64.641,40.519,135.0,128,152.016
11,PER,21,3,SOFT,29.205,53.899,49.383,287.0,201,132.487
31,OCO,5,1,HARD,46.186,64.047,42.818,126.0,216,153.051
14,ALO,21,4,MEDIUM,28.849,41.682,27.639,286.0,257,98.17
55,SAI,15,3,SOFT,36.436,62.344,39.498,179.0,237,138.278
77,BOT,21,3,MEDIUM,42.725,63.09,43.386,229.0,204,149.201
16,LEC,9,2,SOFT,51.086,65.166,49.898,136.0,132,166.15
22,TSU,15,2,SOFT,49.801,63.579,35.89,152.0,194,149.27
63,RUS,22,3,MEDIUM,28.886,41.913,27.801,289.0,262,98.6
1,VER,8,3,MEDIUM,29.075,41.986,27.698,282.0,256,98.759
4,NOR,5,1,HARD,40.941,56.201,44.29,145.0,161,141.432
10,GAS,12,3,SOFT,66.307,58.583,36.288,188.0,246,161.178
20,MAG,6,1,SOFT,31.511,45.65,72.203,264.0,246,149.364
31,OCO,9,1,MEDIUM,49.035,65.63,41.703,122.0,128,156.368
40,RESERVE,2,1,HARD,32.176,46.433,38.009,273.0,262,116.618
16,LEC,2,1,HARD,28.661,41.605,27.958,304.0,274,98.224
1,VER,5,1,SOFT,27.144,39.064,26.19,310.0,277,92.398
31,OCO,10,2,SOFT,46.488,66.492,49.615,141.0,122,162.595
10,GAS,10,2,SOFT,35.875554819720385,52.258,33.131,248.0,259,457.404
24,ZHO,23,3,HARD,30.246,43.377,28.583,282.0,260,102.206
31,OCO,25,3,HARD,54.288,42.932,47.814,290.0,259,145.034
20,MAG,4,1,SOFT,42.303,60.497,45.645,151.0,216,148.445
77,BOT,11,2,SOFT,29.242,42.097,28.176,277.0,255,99.515
63,RUS,2,1,MEDIUM,28.11,40.514,26.8,305.0,274,95.424
4,NOR,16,4,SOFT,31.515,47.054,50.241,227.0,209,128.81
27,HUL,18,3,HARD,29.175,42.868,28.114,286.0,259,100.157
10,GAS,11,2,SOFT,46.987,61.371,46.595,122.0,157,154.953
40,RESERVE,10,3,SOFT,27.672,39.297,26.554,302.0,272,93.523
24,ZHO,15,2,MEDIUM,36.741,57.371,38.09,257.0,221,132.202
18,STR,10,2,MEDIUM,27.457,40.476,26.856,309.0,275,94.789
22,TSU,19,4,MEDIUM,28.972,41.7,27.74,283.0,254,98.412
22,TSU,9,1,HARD,42.324,59.309,33.438,236.0,183,135.071
10,GAS,13,3,SOFT,27.906,67.601,48.734,302.0,106,144.241
18,STR,5,1,MEDIUM,42.785,60.163,39.763,192.0,180,142.711
81,PIA,2,1,HARD,28.17,40.904,27.056,305.0,273,96.13
16,LEC,6,1,HARD,28.046,40.358,27.279,307.0,276,95.683
16,LEC,9,2,MEDIUM,32.016,49.055,40.366,252.0,158,121.437
24,ZHO,2,1,SOFT,28.35,40.863,27.282,300.0,272,96.495
11,PER,3,1,SOFT,46.143,70.009,49.014,140.0,158,165.166
14,ALO,6,1,MEDIUM,36.739,70.059,40.591,147.0,204,147.389
18,STR,2,1,SOFT,27.634,49.005,36.318,311.0,225,112.957
20,MAG,13,4,SOFT,35.875554819720385,57.387,36.746,197.0,214,428.35
77,BOT,4,1,SOFT,39.618,59.176,48.678,237.0,225,147.472
18,STR,3,1,SOFT,27.472,39.859,26.573,306.0,277,93.904
10,GAS,13,2,SOFT,50.05,69.241,44.563,124.0,136,163.854
20,MAG,11,2,SOFT,48.614,64.35,34.53,156.0,191,147.494
77,BOT,2,1,SOFT,28.003,40.255,26.824,295.0,268,95.082
20,MAG,16,5,SOFT,35.875554819720385,55.137,30.268,177.0,248,507.523
11,PER,16,5,SOFT,77.914,77.642,34.677,122.0,125,190.233
20,MAG,2,1,HARD,28.927,41.877,28.149,305.0,272,98.953
23,ALB,19,4,MEDIUM,60.504,46.547,37.849,288.0,265,144.9
11,PER,8,1,HARD,40.307,64.906,39.26,193.0,155,144.473
31,OCO,13,2,SOFT,45.529,59.397,36.119,161.0,165,141.045
2,SAR,17,5,MEDIUM,28.912,41.86,27.71,252.29595222295953,263,98.482
18,STR,13,3,HARD,27.851,45.432,40.67,304.0,237,113.953
1,VER,15,3,MEDIUM,28.869,41.542,27.81,284.0,252,98.221
24,ZHO,8,1,MEDIUM,27.855,40.197,27.098,302.0,272,95.15
2,SAR,20,4,HARD,29.258,42.66,28.222,294.0,265,100.14
18,STR,9,2,MEDIUM,32.946,51.766,29.712,228.0,248,114.424
77,BOT,7,2,SOFT,35.875554819720385,50.155,42.855,266.0,218,235.989
16,LEC,13,4,SOFT,35.875554819720385,58.966,51.507,245.0,239,470.044
63,RUS,20,5,HARD,29.325,42.921,28.159,278.0,258,100.405
22,TSU,13,4,SOFT,27.536,39.161,26.327,302.0,272,93.024
40,RESERVE,15,3,SOFT,44.875,61.13,43.992,196.0,234,149.997
4,NOR,2,1,MEDIUM,27.789,39.827,26.645,304.0,273,94.261
77,BOT,14,2,SOFT,29.609,42.373,28.135,281.0,256,100.117
20,MAG,3,1,SOFT,45.321,63.848,41.799,135.0,216,150.968
22,TSU,10,2,SOFT,35.875554819720385,59.672,31.433,204.0,243,454.871
20,MAG,11,3,SOFT,46.433,69.652,45.463,135.0,130,161.548
55,SAI,4,1,MEDIUM,27.301,39.567,26.435,311.0,277,93.303
44,HAM,5,1,HARD,56.052,77.732,55.293,101.0,137,189.077
24,ZHO,10,3,SOFT,29.268,42.174,28.031,252.29595222295953,255,99.473
14,ALO,6,1,MEDIUM,27.402,39.707,26.68,309.0,273,93.789
1,VER,8,1,HARD,27.981,40.411,37.151,303.0,271,105.543
11,PER,13,4,SOFT,50.251,61.545,48.901,171.0,158,160.697
1,VER,12,4,SOFT,35.875554819720385,47.848,44.746,260.0,257,462.801
4,NOR,4,1,MEDIUM,27.519,39.787,26.628,305.0,273,93.934
20,MAG,19,6,SOFT,35.875554819720385,66.236,28.438,134.0,147,271.622
27,HUL,3,1,MEDIUM,39.605,60.382,43.4,188.0,159,143.387
14,ALO,19,4,SOFT,40.301,57.614,41.111,232.0,225,139.026
10,GAS,2,1,MEDIUM,44.628,65.084,31.303,146.0,191,141.015
31,OCO,11,4,SOFT,27.143,38.881,26.065,308.0,277,92.089
4,NOR,17,4,SOFT,28.821,41.384,27.634,278.0,256,97.839
31,OCO,4,1,MEDIUM,43.45,58.325,38.364,175.0,156,140.139
44,HAM,19,5,HARD,28.931,42.001,27.932,287.0,259,98.864
22,TSU,2,1,HARD,29.708,42.752,28.535,301.0,269,100.995
63,RUS,8,3,SOFT,26.966,38.657,26.12,307.0,277,91.743
23,ALB,2,1,SOFT,27.23,39.902,26.495,312.0,279,93.627
63,RUS,14,3,SOFT,27.162,65.176,50.074,306.0,131,142.412
22,TSU,13,2,SOFT,27.689,57.692,34.366,301.0,134,119.747
22,TSU,15,3,SOFT,27.468,39.514,26.495,305.0,273,93.477
27,HUL,4,2,MEDIUM,64.664,56.311,38.601,181.0,243,159.576
22,TSU,3,1,MEDIUM,46.233,70.99,44.568,126.0,131,161.791
11,PER,3,1,MEDIUM,46.715,64.551,54.788,137.0,135,166.054
16,LEC,3,1,MEDIUM,57.603,72.596,33.11,99.0,179,163.309
1,VER,18,6,SOFT,27.178,38.985,26.215,310.0,276,92.378
4,NOR,3,1,SOFT,47.299,64.773,44.397,138.0,140,156.469
77,BOT,18,4,HARD,29.255,41.897,27.897,279.0,253,99.049
10,GAS,8,1,MEDIUM,47.991,63.107,39.023,141.0,191,150.121
81,PIA,12,2,SOFT,42.442,66.116,40.191,158.0,209,148.749
23,ALB,8,3,SOFT,35.875554819720385,58.181,31.037,272.0,266,669.835
23,ALB,4,2,SOFT,35.875554819720385,52.95,38.52,296.0,275,265.982
77,BOT,5,1,SOFT,27.725,40.038,27.222,300.0,271,94.985
44,HAM,5,2,SOFT,27.427,38.935,44.618,310.0,278,110.98
44,HAM,7,2,HARD,27.967,40.516,27.088,304.0,275,95.571
10,GAS,16,3,SOFT,38.694,55.042,41.004,191.0,197,134.74
55,SAI,6,1,SOFT,34.771,46.52,38.923,244.0,223,120.214
22,TSU,3,1,SOFT,38.582,44.236,38.599,259.0,245,121.417
77,BOT,22,3,MEDIUM,28.048,40.554,27.12,301.0,271,95.722
4,NOR,11,3,SOFT,45.723,67.626,45.306,138.0,136,158.655
31,OCO,14,5,SOFT,27.252,39.1,26.212,308.0,277,92.564
77,BOT,13,2,MEDIUM,27.872,65.173,34.633,302.0,232,127.678
10,GAS,15,2,SOFT,27.47,39.477,26.404,306.0,274,93.351
40,RESERVE,3,1,SOFT,33.801,49.503,77.169,246.0,234,160.473
40,RESERVE,7,1,MEDIUM,27.665,39.809,26.632,305.0,275,94.106
27,HUL,2,1,MEDIUM,27.786,40.415,26.919,313.0,279,95.12
27,HUL,21,4,MEDIUM,29.321,42.572,43.204,282.0,256,115.097
55,SAI,22,5,SOFT,37.021,52.239,40.981,176.0,176,130.241
10,GAS,21,4,SOFT,28.886,41.889,27.973,252.29595222295953,257,98.748
55,SAI,5,1,MEDIUM,42.277,61.313,47.845,180.0,166,151.435
31,OCO,20,3,HARD,29.108,42.199,27.919,283.0,255,99.226
63,RUS,19,4,SOFT,36.16,49.418,58.555,261.0,253,144.133
4,NOR,19,4,HARD,51.74,41.867,27.569,287.0,261,121.176
16,LEC,11,3,SOFT,26.972,38.869,26.297,311.0,279,92.138
2,SAR,11,2,SOFT,27.746,40.483,26.712,308.0,276,94.941
27,HUL,6,1,HARD,28.27,40.959,27.413,305.0,273,96.642
18,STR,4,2,HARD,29.011,41.528,29.443,292.0,265,99.982
10,GAS,19,4,SOFT,35.875554819720385,50.423,28.287,283.0,260,653.289
11,PER,5,1,MEDIUM,44.259,74.056,49.832,142.0,115,168.147
63,RUS,5,2,SOFT,27.218,38.946,26.167,309.0,277,92.331
2,SAR,12,2,SOFT,33.196,61.066,44.499,240.0,255,138.761
63,RUS,3,1,MEDIUM,52.642,74.145,44.589,112.0,112,171.376
44,HAM,19,4,MEDIUM,28.946,41.939,28.088,294.0,263,98.973
31,OCO,10,1,MEDIUM,40.461,54.733,33.738,145.0,199,128.932
10,GAS,5,1,MEDIUM,38.045,54.386,38.358,185.0,224,130.789
2,SAR,16,4,HARD,35.875554819720385,43.498,28.307,288.0,264,568.627
27,HUL,16,4,SOFT,31.824,43.837,32.055,278.0,230,107.716
24,ZHO,2,1,SOFT,27.679,39.831,26.923,309.0,278,94.433
44,HAM,3,1,MEDIUM,57.414,77.368,53.899,97.0,153,188.681
4,NOR,13,3,SOFT,29.063,41.542,27.426,284.0,261,98.031
14,ALO,2,1,SOFT,36.755,55.589,37.059,254.0,248,129.403
24,ZHO,12,3,SOFT,29.368,42.401,28.144,282.0,257,99.913
22,TSU,17,4,MEDIUM,35.875554819720385,42.771,27.988,285.0,258,432.098
16,LEC,7,1,HARD,40.791,77.574,38.922,101.0,122,157.287
2,SAR,7,1,HARD,28.449,41.409,27.434,308.0,276,97.292
4,NOR,11,3,SOFT,27.033,38.921,25.997,312.0,278,91.951
81,PIA,11,2,SOFT,27.726,40.785,27.184,305.0,273,95.695
81,PIA,14,3,SOFT,35.875554819720385,42.066,35.708,285.0,259,468.652
27,HUL,17,5,SOFT,27.206,39.069,26.262,311.0,279,92.537
16,LEC,16,2,SOFT,53.42,68.836,53.556,107.0,146,175.812
14,ALO,15,3,HARD,28.142,41.533,27.48,252.29595222295953,272,97.155
55,SAI,2,1,HARD,28.93,42.094,27.975,303.0,271,98.999
11,PER,3,1,MEDIUM,47.376,69.837,37.721,146.0,114,154.934
20,MAG,19,3,SOFT,29.33,42.426,28.078,286.0,256,99.834
10,GAS,3,1,HARD,45.002,65.308,40.052,252.0,232,150.362
16,LEC,7,2,SOFT,35.875554819720385,49.206,56.032,278.0,252,255.224
